open,high,low,close,volume,vwap,timestamp,transactions,otc,pst
6897.0,7227.0,6864.0,7144.5,46.64130000000001,6879.705,1678296600000,50,,2023-03-08 09:30:00-08:00
6996.0,7029.0,6732.495,6781.5,9.4593,6865.8468,1678296900000,74,,2023-03-08 09:35:00-08:00
6781.5,6880.5,6732.0,6781.335,2.7944999999999998,6787.8234,1678297200000,62,,2023-03-08 09:40:00-08:00
6567.0,6880.5,6286.5,6468.165,4.7709,6450.109,1678297500000,62,,2023-03-08 09:45:00-08:00
6519.645,6896.835,6352.5,6798.0,3.0407,6558.5908,1678297800000,49,,2023-03-08 09:50:00-08:00
6766.815,6766.815,6567.0,6600.0,2.6085,6696.6633,1678298100000,68,,2023-03-08 09:55:00-08:00
6600.0,6699.0,6435.0,6435.0,0.4545,6596.9859,1678298400000,15,,2023-03-08 10:00:00-08:00
6385.5,6583.5,6385.5,6444.9,0.96,6476.8098,1678298700000,16,,2023-03-08 10:05:00-08:00
6517.17,6517.17,6395.235,6434.835,1.057,6423.4996,1678299000000,9,,2023-03-08 10:10:00-08:00
6426.75,6426.75,6352.5,6369.0,1.6897,6374.9928,1678299300000,20,,2023-03-08 10:15:00-08:00
6352.665,6483.18,6121.5,6316.2,5.1067,6324.3346,1678299600000,40,,2023-03-08 10:20:00-08:00
6178.92,6229.74,6178.92,6229.74,2.0552,6238.0216,1678299900000,9,,2023-03-08 10:25:00-08:00
6455.295,6455.295,6177.6,6344.25,1.4090999999999998,6231.3723,1678300200000,14,,2023-03-08 10:30:00-08:00
6270.0,6270.0,5857.5,5857.5,4.5151,6025.9219,1678300500000,68,,2023-03-08 10:35:00-08:00
5923.5,5923.5,5775.0,5841.0,2.2479,5861.5379,1678300800000,26,,2023-03-08 10:40:00-08:00
5775.0,5775.0,5362.5,5414.145,5.9843,5550.6968,1678301100000,66,,2023-03-08 10:45:00-08:00
5395.5,5671.05,5395.5,5527.5,3.4116000000000004,5613.2437,1678301400000,26,,2023-03-08 10:50:00-08:00
5560.5,5758.5,5560.5,5659.5,2.4484,5703.9704,1678301700000,38,,2023-03-08 10:55:00-08:00
5758.5,6187.335,5686.065,6187.335,4.0983,5897.4791,1678302000000,59,,2023-03-08 11:00:00-08:00
6006.0,6006.0,5857.5,5857.5,0.9194,5936.1456,1678302300000,21,,2023-03-08 11:05:00-08:00
5857.5,5939.835,5857.5,5937.525,0.7928,5920.2456,1678302600000,14,,2023-03-08 11:10:00-08:00
5860.305,5860.305,5527.5,5528.655,2.5103,5775.2349,1678302900000,21,,2023-03-08 11:15:00-08:00
5544.0,6063.75,5527.5,5940.0,7.9024,5807.849,1678303200000,84,,2023-03-08 11:20:00-08:00
5940.0,5940.0,5626.5,5791.5,1.077,5843.1056,1678303500000,17,,2023-03-08 11:25:00-08:00
5643.0,5857.5,5643.0,5775.0,1.8970000000000002,5733.2076,1678303800000,18,,2023-03-08 11:30:00-08:00
5775.0,6451.5,5775.0,6105.0,15.489099999999999,6140.6369,1678304100000,158,,2023-03-08 11:35:00-08:00
6105.0,6418.5,5940.0,5940.0,3.1605999999999996,6094.743,1678304400000,41,,2023-03-08 11:40:00-08:00
5989.5,6154.5,5989.5,6154.5,0.6338999999999999,6043.0892,1678304700000,12,,2023-03-08 11:45:00-08:00
6022.5,6022.5,5940.0,5940.0,0.20240000000000002,5993.5665,1678305000000,7,,2023-03-08 11:50:00-08:00
5874.0,5890.5,5791.5,5791.5,2.6637,5805.0502,1678305300000,15,,2023-03-08 11:55:00-08:00
6006.0,6006.0,5939.835,5939.835,0.5854,5986.5446,1678305600000,6,,2023-03-08 12:00:00-08:00
5923.17,5940.0,5923.17,5940.0,0.9430000000000001,5930.3211,1678305900000,18,,2023-03-08 12:05:00-08:00
5791.5,6154.5,5626.5,5791.5,8.6631,5888.5308,1678306200000,125,,2023-03-08 12:10:00-08:00
5841.0,6055.5,5659.5,5659.5,3.4768999999999997,5757.0672,1678306500000,35,,2023-03-08 12:15:00-08:00
5659.5,6006.0,5362.5,5874.0,10.497000000000002,5635.0646,1678306800000,128,,2023-03-08 12:20:00-08:00
5758.5,5758.5,5742.0,5742.0,1.0479,5745.966,1678307100000,15,,2023-03-08 12:25:00-08:00
5725.335,5725.5,5643.0,5659.5,0.8109,5691.4992,1678307400000,13,,2023-03-08 12:30:00-08:00
